,Unnamed: 0,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,Grade,Passed
73,73,GP,M,Minor,U,GT3,T,Secondary,Primary,other,other,reputation,mother,<15min,<2h,No,False,False,False,True,True,True,False,False,Excellent,Normal,Low,Moderately,Moderately,Good,0,13.0,Failed
181,181,GP,F,Minor,U,GT3,T,Higher,Middle,health,services,home,father,<15min,2-5h,No,False,False,False,False,True,True,True,True,Excellent,Low,Normal,No,No,Normal,0,17.0,Failed
146,146,GP,M,Minor,U,LE3,T,Primary,Primary,services,other,course,mother,<15min,2-5h,1-2,False,False,False,False,True,True,False,True,Excellent,High,High,No,Moderately,Good,0,10.0,Failed
467,467,MS,F,Minor,R,GT3,T,Middle,Middle,other,services,course,father,30min-1h,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,High,No,No,Bad,1,13.0,Failed
110,110,GP,M,Minor,U,LE3,A,Higher,Higher,teacher,teacher,course,mother,<15min,<2h,No,False,False,False,True,True,True,True,False,Excellent,High,Normal,No,No,Good,4,13.0,Failed
435,435,MS,F,Minor,R,LE3,T,Primary,Primary,at_home,services,reputation,father,15-30min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,High,Normal,No,Moderately,Good,0,10.0,Failed
243,243,GP,F,Minor,U,GT3,A,Middle,Primary,other,other,course,mother,15-30min,5-10h,No,False,False,False,True,True,True,True,True,Normal,Low,Normal,No,Moderately,Normal,0,15.0,Failed
2,2,GP,F,Minor,U,LE3,T,Primary,Primary,at_home,other,other,mother,<15min,2-5h,No,True,False,False,False,True,True,True,False,Excellent,Normal,Low,Moderately,Moderately,Normal,6,12.0,Failed
75,75,GP,M,Minor,U,GT3,T,Higher,Secondary,teacher,other,home,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Good,0,11.0,Failed
125,125,GP,M,Minor,U,GT3,T,Secondary,Higher,services,services,home,father,<15min,<2h,No,True,False,False,False,True,True,True,False,Excellent,High,High,Moderately,Moderately,Good,2,9.0,Passed
473,473,MS,M,Minor,U,LE3,T,Middle,Primary,at_home,services,course,mother,15-30min,<2h,No,False,True,False,True,True,True,True,False,Bad,High,Normal,Moderately,Moderately,Good,4,9.0,Passed
603,603,MS,F,Major,R,LE3,A,Higher,Middle,teacher,other,reputation,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Low,No,No,Good,0,1.0,Passed
94,94,GP,M,Minor,U,LE3,T,Middle,Middle,services,health,reputation,mother,<15min,>10h,No,False,True,False,True,True,True,True,False,Excellent,Normal,High,No,No,Good,2,11.0,Failed
336,336,GP,M,Major,U,GT3,T,Higher,Middle,teacher,other,home,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Low,No,A lot,Good,2,15.0,Failed
503,503,MS,F,Minor,U,GT3,T,Primary,Primary,other,other,course,other,<15min,>10h,No,True,True,False,True,True,True,True,False,Bad,Low,Low,No,No,Good,0,14.0,Failed
71,71,GP,M,Minor,U,GT3,T,Higher,Middle,other,other,course,mother,<15min,>10h,No,False,False,False,False,True,True,True,False,Normal,Normal,Normal,No,No,Normal,0,10.0,Failed
337,337,GP,F,Minor,U,GT3,T,Higher,Secondary,health,services,reputation,mother,<15min,5-10h,No,False,True,False,False,True,True,True,False,Excellent,Low,Low,No,Moderately,Normal,0,17.0,Failed
525,525,MS,M,Minor,U,LE3,T,Higher,Higher,other,services,home,mother,<15min,5-10h,No,False,True,False,False,True,True,True,False,Excellent,High,Normal,No,Moderately,Good,0,15.0,Failed
66,66,GP,M,Minor,U,GT3,A,Higher,Higher,other,services,reputation,mother,<15min,>10h,No,False,True,False,True,False,True,True,True,Bad,Normal,Normal,A lot,A lot,Normal,0,11.0,Failed
451,451,MS,M,Minor,R,GT3,T,Primary,Middle,other,other,course,father,15-30min,2-5h,No,False,False,False,False,True,True,False,False,Excellent,Normal,Normal,No,No,Good,0,10.0,Failed
97,97,GP,F,Minor,U,GT3,T,Middle,Primary,other,other,course,mother,<15min,2-5h,No,False,True,False,False,True,True,False,True,Excellent,Normal,High,No,No,Good,0,12.0,Failed
372,372,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,course,mother,<15min,2-5h,No,False,True,False,False,True,True,False,True,Excellent,Low,Low,No,No,Normal,4,13.0,Failed
344,344,GP,M,Major,U,LE3,T,Higher,Higher,teacher,teacher,home,mother,<15min,<2h,No,False,True,False,False,True,True,True,True,Bad,High,Low,Moderately,Moderately,Bad,0,17.0,Failed
284,284,GP,M,Major,U,GT3,T,Middle,Primary,services,services,other,mother,<15min,<2h,1-2,False,False,False,False,False,False,True,False,Normal,Low,High,Moderately,A lot,Good,4,7.0,Passed
511,511,MS,F,Minor,U,GT3,A,Primary,None,other,other,other,mother,15-30min,2-5h,No,False,False,False,False,True,True,True,True,Excellent,High,High,No,No,Good,1,10.0,Failed
138,138,GP,M,Minor,R,GT3,T,Secondary,Higher,at_home,teacher,course,mother,>1h,2-5h,No,False,True,False,False,True,True,False,True,Excellent,Normal,Normal,No,No,Good,2,11.0,Failed
180,180,GP,M,Minor,U,GT3,T,Middle,Middle,other,other,course,father,<15min,2-5h,No,False,False,False,False,True,False,True,False,Excellent,Normal,High,Moderately,A lot,Good,0,10.0,Failed
74,74,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,services,home,mother,<15min,2-5h,No,True,True,False,True,True,True,True,False,Excellent,Normal,Normal,Moderately,A lot,Good,4,11.0,Failed
315,315,GP,F,Major,U,GT3,T,Middle,Primary,other,other,home,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Low,High,No,Moderately,Bad,8,14.0,Failed
538,538,MS,F,Minor,R,LE3,T,Middle,Middle,other,other,course,mother,<15min,5-10h,No,False,True,False,False,False,True,False,True,Excellent,Normal,Normal,Moderately,Moderately,Good,2,11.0,Failed
596,596,MS,F,Minor,U,GT3,T,Higher,Middle,other,other,course,mother,15-30min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,0,17.0,Failed
561,561,MS,M,Major,U,LE3,T,Primary,Primary,at_home,at_home,course,mother,15-30min,2-5h,No,False,True,False,True,True,True,False,False,Excellent,Normal,Normal,No,A lot,Good,6,9.0,Passed
109,109,GP,F,Minor,U,LE3,T,Higher,Higher,health,health,other,mother,<15min,5-10h,No,False,True,False,True,True,True,True,True,Excellent,High,High,No,No,Good,2,14.0,Failed
18,18,GP,M,Minor,U,GT3,T,Secondary,Middle,services,services,course,mother,<15min,<2h,>3,False,True,True,True,True,True,True,False,Excellent,High,High,Moderately,A lot,Good,2,7.0,Passed
401,401,GP,M,Major,U,GT3,T,Higher,Secondary,teacher,other,course,mother,<15min,5-10h,No,False,True,False,False,True,True,True,True,Excellent,High,High,Moderately,Moderately,Good,0,13.0,Failed
618,618,MS,F,Major,R,LE3,A,Primary,Middle,at_home,other,course,mother,30min-1h,2-5h,No,False,False,False,False,True,True,False,True,Excellent,Normal,High,No,A lot,Good,0,15.0,Failed
547,547,MS,M,Minor,R,LE3,T,Higher,Primary,other,at_home,other,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Excellent,Low,Low,Moderately,No,Bad,0,10.0,Failed
492,492,MS,F,Minor,R,GT3,A,Middle,Middle,health,other,course,mother,<15min,2-5h,No,False,False,False,False,False,True,False,True,Normal,Normal,Low,No,No,Normal,2,9.0,Passed
266,266,GP,F,Minor,U,LE3,A,Higher,Middle,teacher,other,course,mother,<15min,2-5h,No,False,True,False,True,True,True,False,False,Excellent,Normal,Low,No,No,Good,4,14.0,Failed
11,11,GP,F,Minor,U,GT3,T,Middle,Primary,services,other,reputation,father,30min-1h,5-10h,No,False,True,False,True,True,True,True,False,Excellent,Low,Low,No,No,Good,0,11.0,Failed
300,300,GP,F,Major,U,GT3,T,Higher,Secondary,services,other,home,father,<15min,2-5h,No,False,True,False,False,True,True,True,True,Normal,Low,Low,No,Moderately,Bad,2,15.0,Failed
307,307,GP,M,Minor,U,GT3,T,Secondary,Primary,services,other,other,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,High,High,Moderately,A lot,Good,0,12.0,Failed
437,437,MS,F,Minor,R,GT3,T,None,Middle,other,other,other,mother,15-30min,<2h,No,False,True,False,True,True,True,False,False,Normal,Low,Normal,No,Moderately,Bad,0,11.0,Failed
407,407,GP,F,Major,U,LE3,T,Higher,Higher,other,other,reputation,other,<15min,5-10h,1-2,False,False,True,True,True,True,True,False,Normal,Normal,Low,No,No,Good,0,11.0,Failed
250,250,GP,M,Minor,U,LE3,T,Middle,Middle,other,other,home,father,<15min,2-5h,No,False,False,False,True,False,True,True,True,Excellent,High,Low,A lot,A lot,Good,0,16.0,Failed
64,64,GP,F,Minor,U,LE3,T,Higher,Secondary,services,services,reputation,father,<15min,2-5h,No,True,False,False,True,True,True,True,True,Excellent,High,High,Moderately,A lot,Bad,0,12.0,Failed
548,548,MS,F,Minor,U,GT3,A,Primary,Primary,at_home,at_home,other,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,High,High,No,Moderately,Normal,2,10.0,Failed
16,16,GP,F,Minor,U,GT3,T,Higher,Higher,services,services,reputation,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Normal,Low,Normal,No,Moderately,Bad,10,13.0,Failed
635,635,MS,F,Minor,R,GT3,T,Secondary,Primary,at_home,other,reputation,mother,<15min,2-5h,No,False,True,False,True,False,True,True,False,Excellent,High,High,Moderately,Moderately,Bad,10,8.0,Passed
34,34,GP,M,Minor,U,GT3,T,Secondary,Middle,other,other,home,mother,<15min,<2h,No,False,True,False,False,False,True,True,False,Excellent,High,Normal,No,No,Good,4,12.0,Failed
24,24,GP,F,Minor,R,GT3,T,Middle,Higher,services,health,course,mother,<15min,5-10h,No,True,True,False,True,True,True,True,False,Excellent,Normal,Low,No,No,Good,2,10.0,Failed
303,303,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,other,home,mother,<15min,5-10h,No,False,False,False,True,False,True,False,False,Normal,Low,Normal,No,No,Good,2,13.0,Failed
244,244,GP,F,Minor,U,LE3,T,Higher,Secondary,health,other,reputation,father,<15min,2-5h,No,False,False,False,True,True,True,True,True,Normal,Low,Normal,No,Moderately,Normal,0,12.0,Failed
160,160,GP,F,Minor,U,GT3,T,Primary,Middle,at_home,services,course,father,<15min,2-5h,No,False,False,False,False,False,True,False,True,Bad,Normal,High,Moderately,A lot,Bad,6,11.0,Failed
124,124,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,home,mother,<15min,2-5h,No,False,False,False,False,True,True,True,True,Excellent,High,High,No,No,Good,0,11.0,Failed
163,163,GP,M,Major,U,LE3,T,Primary,Primary,other,other,course,mother,<15min,<2h,1-2,False,False,False,False,True,False,True,True,Bad,Normal,High,Moderately,A lot,Good,0,6.0,Passed
95,95,GP,F,Minor,R,GT3,T,Primary,Primary,at_home,other,home,mother,15-30min,>10h,No,True,True,True,True,True,True,True,False,Normal,Low,Low,No,No,Bad,4,13.0,Failed
152,152,GP,M,Minor,U,LE3,T,Middle,Middle,services,services,reputation,father,15-30min,<2h,No,False,True,False,True,True,True,True,False,Bad,Normal,Normal,Moderately,Moderately,Bad,4,11.0,Failed
143,143,GP,F,Major,U,GT3,A,Secondary,Middle,other,services,course,other,<15min,5-10h,No,False,True,False,True,False,True,True,True,Excellent,Normal,Normal,A lot,No,Good,10,11.0,Failed
8,8,GP,M,Minor,U,LE3,A,Secondary,Middle,services,other,home,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Low,Low,No,No,Bad,0,16.0,Failed
398,398,GP,F,Major,U,GT3,T,Middle,Secondary,at_home,other,course,mother,<15min,5-10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Normal,0,12.0,Failed
479,479,MS,F,Minor,U,GT3,T,Middle,Middle,other,at_home,course,mother,<15min,<2h,No,False,True,False,True,True,False,False,False,Excellent,High,Normal,No,No,Good,4,9.0,Passed
632,632,MS,F,Major,R,GT3,T,Primary,Primary,at_home,other,course,other,15-30min,2-5h,1-2,False,True,False,False,True,True,True,True,Excellent,Normal,Normal,No,No,Normal,4,8.0,Passed
325,325,GP,M,Minor,U,LE3,A,Higher,Primary,services,other,home,mother,15-30min,<2h,No,False,False,False,True,True,True,True,True,Excellent,High,High,Moderately,A lot,Good,22,10.0,Failed
200,200,GP,M,Minor,U,GT3,T,Primary,Middle,services,services,other,mother,<15min,<2h,No,False,True,False,True,True,True,True,True,Normal,Normal,Normal,No,Moderately,Normal,0,10.0,Failed
9,9,GP,M,Minor,U,GT3,T,Secondary,Higher,other,other,home,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,Low,No,No,Good,0,12.0,Failed
226,226,GP,F,Minor,U,GT3,A,Middle,Middle,other,other,reputation,mother,<15min,2-5h,No,True,True,False,False,True,True,True,False,Normal,Normal,High,No,No,Good,0,13.0,Failed
470,470,MS,F,Minor,R,GT3,T,Secondary,Secondary,services,other,reputation,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,High,High,No,No,Bad,4,12.0,Failed
619,619,MS,F,Major,U,GT3,T,Secondary,Secondary,services,services,other,mother,15-30min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Normal,Low,No,Moderately,Normal,6,12.0,Failed
3,3,GP,F,Minor,U,GT3,T,Higher,Middle,health,services,home,mother,<15min,5-10h,No,False,True,False,True,True,True,True,True,Normal,Low,Low,No,No,Good,0,14.0,Failed
343,343,GP,F,Major,U,GT3,T,Higher,Secondary,other,other,reputation,father,<15min,>10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Normal,0,16.0,Failed
460,460,MS,F,Minor,R,GT3,T,Primary,Primary,at_home,other,home,father,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,No,Bad,1,10.0,Failed
222,222,GP,F,Minor,U,GT3,T,Primary,Primary,at_home,other,home,mother,15-30min,<2h,No,False,True,False,False,True,True,False,False,Excellent,Normal,Low,No,A lot,Good,2,12.0,Failed
23,23,GP,M,Minor,U,LE3,T,Middle,Middle,other,other,reputation,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,High,Moderately,A lot,Good,2,10.0,Failed
132,132,GP,F,Minor,U,LE3,A,Middle,Primary,other,other,course,mother,30min-1h,<2h,No,False,True,False,False,True,True,True,False,Normal,Low,Low,No,Moderately,Good,8,10.0,Failed
257,257,GP,M,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,<15min,<2h,No,False,True,False,True,False,True,True,False,Excellent,Low,Low,No,Moderately,Good,6,9.0,Passed
141,141,GP,F,Minor,R,GT3,T,Primary,Primary,at_home,other,course,mother,>1h,2-5h,No,False,True,False,False,True,True,False,False,Excellent,Low,Normal,No,No,Normal,0,13.0,Failed
288,288,GP,F,Major,U,LE3,A,Middle,Primary,other,other,course,mother,<15min,2-5h,No,False,True,False,False,False,True,True,True,Excellent,Normal,High,No,Moderately,Good,2,12.0,Failed
568,568,MS,M,Major,U,GT3,T,Secondary,Middle,at_home,services,course,mother,15-30min,<2h,>3,False,False,False,True,True,True,False,False,Normal,Low,Low,No,No,Normal,4,8.0,Passed
448,448,MS,F,Minor,R,GT3,T,Higher,Higher,teacher,teacher,course,mother,15-30min,5-10h,No,False,False,False,True,True,True,True,True,Excellent,Low,Low,No,No,Good,6,16.0,Failed
444,444,MS,M,Minor,R,GT3,T,Secondary,Higher,other,health,other,mother,30min-1h,2-5h,No,False,False,False,False,False,True,False,False,Normal,High,High,No,Moderately,Good,4,10.0,Failed
515,515,MS,F,Major,U,LE3,T,Primary,Primary,other,at_home,reputation,mother,15-30min,2-5h,No,True,False,False,False,True,True,False,False,Bad,Normal,High,No,A lot,Normal,8,9.0,Passed
539,539,MS,F,Minor,U,LE3,T,Higher,Primary,other,other,home,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Bad,Low,High,Moderately,Moderately,Bad,8,9.0,Passed
571,571,MS,M,Major,U,GT3,T,Middle,Primary,at_home,other,course,other,15-30min,<2h,>3,False,False,False,True,False,False,True,True,Excellent,High,Normal,No,Moderately,Good,4,8.0,Passed
381,381,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,15-30min,5-10h,No,False,True,False,False,False,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,4,14.0,Failed
277,277,GP,F,Minor,U,GT3,T,Primary,Primary,other,services,course,father,<15min,2-5h,No,False,True,False,False,True,True,False,False,Excellent,Normal,High,No,Moderately,Good,4,10.0,Failed
295,295,GP,M,Major,U,LE3,A,Higher,Secondary,services,at_home,reputation,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Low,No,No,Bad,4,12.0,Failed
204,204,GP,F,Minor,U,GT3,T,Middle,Secondary,services,services,course,mother,<15min,2-5h,No,False,False,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Bad,6,12.0,Failed
447,447,MS,M,Minor,R,GT3,T,Middle,Primary,other,other,other,mother,30min-1h,<2h,No,False,False,False,True,True,False,False,True,Excellent,High,High,A lot,A lot,Normal,8,9.0,Passed
614,614,MS,F,Minor,R,GT3,T,Higher,Higher,teacher,services,other,father,15-30min,2-5h,No,False,True,True,True,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,2,12.0,Failed
90,90,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,other,home,mother,<15min,5-10h,No,False,True,False,False,True,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,2,10.0,Failed
395,395,GP,M,Major,U,GT3,T,Higher,Higher,teacher,services,home,father,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Bad,0,12.0,Failed
173,173,GP,M,Minor,U,LE3,T,Primary,Middle,health,services,course,mother,15-30min,<2h,1-2,False,False,False,False,False,True,True,False,Excellent,High,High,Moderately,A lot,Good,0,9.0,Passed
87,87,GP,F,Minor,U,GT3,T,Higher,Middle,other,other,reputation,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Bad,4,15.0,Failed
233,233,GP,F,Minor,U,GT3,T,Middle,Middle,at_home,at_home,course,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,No,Good,0,12.0,Failed
400,400,GP,M,Major,R,GT3,T,Higher,Secondary,teacher,services,course,mother,<15min,5-10h,No,False,False,False,False,True,True,True,True,Excellent,Normal,Low,No,Moderately,Good,4,15.0,Failed
57,57,GP,M,Minor,U,GT3,T,Higher,Higher,teacher,health,reputation,mother,<15min,2-5h,No,False,True,False,True,True,True,False,False,Normal,Low,Low,No,No,Good,8,15.0,Failed
402,402,GP,F,Minor,U,GT3,T,Higher,Secondary,health,other,reputation,mother,<15min,5-10h,No,False,True,False,True,True,True,True,True,Excellent,High,Normal,No,Moderately,Good,0,12.0,Failed
37,37,GP,M,Minor,R,GT3,A,Higher,Higher,other,teacher,reputation,mother,15-30min,5-10h,No,False,True,False,True,True,True,True,True,Bad,High,Normal,No,No,Good,4,13.0,Failed
168,168,GP,M,Minor,R,GT3,T,Middle,Secondary,at_home,services,course,mother,<15min,2-5h,No,True,False,True,True,True,True,False,False,Excellent,High,High,No,No,Bad,0,7.0,Passed
370,370,GP,F,Major,U,LE3,A,Primary,Primary,other,other,course,other,30min-1h,2-5h,1-2,False,True,False,False,False,True,True,True,Excellent,Normal,High,No,No,Good,2,8.0,Passed
278,278,GP,M,Minor,U,GT3,T,Middle,Secondary,other,other,course,father,15-30min,<2h,No,False,False,False,False,True,True,True,False,Excellent,Low,Low,No,No,Bad,2,11.0,Failed
329,329,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,course,mother,<15min,2-5h,No,False,True,False,False,False,True,True,False,Excellent,High,High,No,Moderately,Good,12,12.0,Failed
199,199,GP,M,Minor,U,GT3,T,Secondary,Secondary,services,services,other,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Normal,High,Moderately,Moderately,Good,6,12.0,Failed
182,182,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,home,mother,<15min,2-5h,No,False,True,False,False,False,True,True,False,Excellent,Low,High,No,No,Good,0,12.0,Failed
424,424,MS,F,Minor,R,GT3,T,Middle,Middle,other,other,course,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,High,No,No,Good,0,12.0,Failed
637,637,MS,M,Major,R,GT3,T,Middle,Primary,other,other,other,mother,15-30min,<2h,No,False,False,False,True,False,True,True,True,Excellent,High,Normal,No,Moderately,Good,0,4.0,Passed
516,516,MS,F,Minor,R,GT3,T,Higher,Higher,health,teacher,reputation,father,<15min,2-5h,No,False,False,False,True,False,True,True,True,Excellent,Normal,Normal,Moderately,Moderately,Bad,0,15.0,Failed
221,221,GP,F,Minor,U,GT3,T,Higher,Secondary,teacher,other,other,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Bad,Normal,Low,No,No,Bad,4,14.0,Failed
70,70,GP,M,Minor,U,GT3,T,Secondary,Primary,other,other,reputation,father,15-30min,>10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Low,No,No,Good,2,11.0,Failed
392,392,GP,F,Minor,U,GT3,T,Secondary,Middle,other,other,home,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Normal,Low,Moderately,Moderately,Bad,0,13.0,Failed
378,378,GP,M,Minor,U,GT3,T,Secondary,Secondary,other,services,reputation,mother,<15min,<2h,No,False,False,False,True,False,True,True,False,Excellent,Normal,High,Moderately,A lot,Good,0,17.0,Failed
403,403,GP,F,Minor,U,GT3,T,Middle,Primary,services,other,course,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Normal,High,Moderately,Moderately,Bad,10,14.0,Failed
521,521,MS,F,Minor,R,GT3,T,Middle,Secondary,at_home,services,other,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Normal,Normal,Normal,No,No,Bad,0,9.0,Passed
292,292,GP,F,Minor,R,GT3,T,Higher,Middle,other,other,course,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,Normal,High,No,Moderately,Good,2,12.0,Failed
22,22,GP,M,Minor,U,LE3,T,Higher,Middle,teacher,other,course,mother,<15min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,High,Low,No,Moderately,Good,0,13.0,Failed
238,238,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,services,home,mother,<15min,5-10h,No,False,True,False,True,False,True,True,False,Excellent,Normal,Low,No,No,Good,4,15.0,Failed
17,17,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,other,reputation,mother,30min-1h,2-5h,No,True,True,False,True,True,True,False,False,Excellent,Normal,Low,No,No,Good,2,13.0,Failed
396,396,GP,M,Major,U,LE3,T,Secondary,Higher,services,other,home,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,6,16.0,Failed
216,216,GP,F,Minor,U,GT3,T,Primary,Primary,other,other,course,mother,<15min,2-5h,No,False,True,False,False,False,True,False,False,Excellent,High,High,No,Moderately,Bad,0,14.0,Failed
312,312,GP,F,Major,U,GT3,T,Middle,Secondary,other,services,reputation,father,<15min,>10h,No,False,True,False,True,True,True,True,True,Excellent,High,High,No,Moderately,Bad,10,16.0,Failed
136,136,GP,M,Minor,U,GT3,T,Middle,Primary,at_home,other,course,mother,>1h,<2h,No,False,False,False,False,True,True,False,False,Normal,Low,Low,No,No,Bad,4,9.0,Passed
412,412,GP,F,Major,U,LE3,T,Higher,Middle,teacher,other,course,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Low,Low,No,No,Normal,0,16.0,Failed
339,339,GP,M,Major,R,LE3,T,Secondary,Middle,services,other,reputation,mother,15-30min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,High,Low,No,No,Good,0,14.0,Failed
118,118,GP,M,Minor,R,GT3,T,Primary,Secondary,other,other,course,father,30min-1h,2-5h,1-2,False,True,False,True,True,True,True,False,Excellent,Low,High,No,A lot,Good,14,11.0,Failed
178,178,GP,M,Minor,R,LE3,T,Primary,Primary,other,services,course,mother,>1h,2-5h,No,False,False,False,True,True,False,False,True,Excellent,Normal,High,No,A lot,Good,0,8.0,Passed
112,112,GP,F,Minor,U,GT3,T,Middle,Middle,at_home,other,home,mother,<15min,2-5h,1-2,True,False,False,True,True,True,True,False,Normal,Low,Low,No,No,Good,12,9.0,Passed
298,298,GP,F,Minor,U,LE3,T,Middle,Middle,services,services,course,father,<15min,>10h,No,False,False,False,True,True,True,True,True,Normal,High,Low,No,No,Bad,2,11.0,Failed
419,419,GP,M,Major,U,GT3,T,Middle,Primary,other,other,reputation,mother,<15min,<2h,No,False,False,False,False,True,True,True,False,Excellent,Normal,High,No,A lot,Good,10,9.0,Passed
583,583,MS,F,Major,R,GT3,T,Middle,Middle,other,other,other,mother,15-30min,<2h,1-2,False,False,False,False,True,False,True,True,Excellent,High,High,No,No,Normal,0,4.0,Passed
306,306,GP,M,Major,R,LE3,A,Secondary,Higher,other,other,reputation,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Low,High,Moderately,A lot,Bad,6,15.0,Failed
554,554,MS,F,Minor,R,GT3,T,Primary,Primary,at_home,at_home,course,father,15-30min,<2h,No,False,True,False,True,True,False,True,True,Normal,High,High,Moderately,Moderately,Good,3,10.0,Failed
162,162,GP,M,Minor,U,LE3,A,Middle,Primary,services,other,course,mother,>1h,<2h,No,False,False,False,False,True,True,True,False,Excellent,High,High,Moderately,A lot,Good,0,11.0,Failed
593,593,MS,F,Major,U,LE3,A,Primary,Middle,at_home,other,reputation,mother,15-30min,2-5h,No,False,False,False,False,True,True,True,False,Excellent,High,Normal,No,Moderately,Good,0,13.0,Failed
446,446,MS,M,Minor,U,LE3,T,Secondary,Secondary,at_home,at_home,reputation,father,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,No,Good,0,11.0,Failed
526,526,MS,F,Minor,R,GT3,T,Higher,Primary,other,other,other,mother,<15min,<2h,No,False,False,False,False,True,True,True,True,Excellent,Low,Normal,No,Moderately,Good,1,13.0,Failed
490,490,MS,F,Major,R,GT3,T,Primary,Primary,at_home,at_home,course,mother,15-30min,<2h,1-2,False,False,False,False,False,False,True,True,Normal,Low,Normal,No,No,Bad,4,10.0,Failed
414,414,GP,F,Major,R,GT3,T,Primary,Primary,other,other,reputation,other,15-30min,5-10h,No,False,False,False,False,True,True,True,True,Normal,Low,Low,No,Moderately,Normal,8,13.0,Failed
594,594,MS,F,Major,U,GT3,T,Higher,Higher,teacher,teacher,reputation,mother,15-30min,2-5h,No,False,False,False,True,False,True,True,False,Excellent,Normal,High,No,Moderately,Bad,0,18.0,Failed
119,119,GP,M,Minor,U,GT3,T,Secondary,Higher,other,other,reputation,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Normal,High,Normal,No,Moderately,Good,2,13.0,Failed
501,501,MS,M,Minor,U,LE3,T,Higher,Secondary,other,other,course,father,<15min,<2h,No,False,False,False,True,True,True,True,False,Excellent,Low,High,No,A lot,Good,8,13.0,Failed
545,545,MS,M,Minor,U,GT3,T,Secondary,Higher,services,other,other,mother,<15min,2-5h,1-2,False,True,False,True,False,True,True,True,Excellent,High,High,Moderately,A lot,Good,8,8.0,Passed
