,Unnamed: 0,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,Grade,Passed
131,131,GP,F,Minor,U,GT3,T,Primary,Primary,at_home,other,course,mother,30min-1h,<2h,No,False,True,False,True,False,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,0,2.0,Passed
165,165,GP,M,Minor,U,GT3,T,Secondary,Middle,services,services,course,mother,15-30min,<2h,1-2,False,True,False,True,False,False,False,False,Excellent,High,Low,No,No,Bad,16,11.0,Failed
271,271,GP,F,Major,U,GT3,T,Middle,Secondary,other,services,reputation,father,<15min,>10h,No,False,True,True,True,True,True,True,True,Excellent,High,High,No,Moderately,Bad,4,14.0,Failed
138,138,GP,M,Minor,U,LE3,T,Primary,Primary,services,other,course,mother,<15min,2-5h,1-2,False,False,False,False,True,True,False,True,Excellent,High,High,No,Moderately,Good,0,12.0,Failed
282,282,GP,F,Major,R,LE3,T,Primary,Primary,at_home,other,reputation,mother,15-30min,>10h,No,False,True,True,True,True,True,False,False,Excellent,Low,Low,No,No,Normal,1,12.0,Failed
118,118,GP,M,Minor,R,GT3,T,Primary,Secondary,other,other,course,father,30min-1h,2-5h,1-2,False,True,False,True,True,True,True,False,Excellent,Low,High,No,A lot,Good,20,8.0,Passed
96,96,GP,M,Minor,R,GT3,T,Higher,Secondary,services,other,reputation,mother,15-30min,<2h,No,True,True,False,True,False,True,True,False,Normal,Normal,Normal,No,No,Good,2,13.0,Failed
266,266,GP,M,Minor,U,GT3,T,Secondary,Primary,services,other,other,mother,<15min,2-5h,No,False,False,True,True,True,True,True,True,Excellent,High,High,Moderately,A lot,Good,2,9.0,Passed
50,50,GP,F,Minor,U,LE3,T,Middle,Middle,services,services,course,mother,30min-1h,2-5h,No,False,True,True,False,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Good,2,12.0,Failed
134,134,GP,M,Minor,R,GT3,T,Secondary,Higher,at_home,teacher,course,mother,>1h,2-5h,No,False,True,False,False,True,True,False,True,Excellent,Normal,Normal,No,No,Good,0,3.0,Passed
139,139,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,15-30min,<2h,No,False,False,False,True,True,True,True,False,Excellent,Normal,Low,No,No,Good,0,15.0,Failed
149,149,GP,M,Minor,U,LE3,A,Middle,Primary,services,other,course,mother,>1h,<2h,>3,False,False,False,False,True,True,True,False,Excellent,High,High,Moderately,A lot,Good,0,9.0,Passed
93,93,GP,F,Minor,U,GT3,T,Higher,Middle,teacher,services,home,mother,15-30min,2-5h,No,False,True,True,True,True,True,True,False,Excellent,Normal,Normal,No,No,Bad,0,10.0,Failed
